user_id,sex,job.title,organization,annual.salary,age,question,question_keywords,topic_keywords,X,Y,Z
3181,Male,Environmental Compliance Officer Supervisor,DWM Department of Watershed Management,50250.1,51,Что постоянно вводится в обращение центральными банками? Куда отдаются на хранение новые денежные средства? Как поддерживается резерв наличности в таком случае? Для чего достаточно такого уровня?,"вводится, обращение, центральными",не определены,636,56,48
3182,Male,Vehicle/Equipment Mechanic II,DPW Department of Public Works,34700.02,50,"Когда начала свою деятельность компания Diners Club? Кем выступает клуб перед торговыми партнёрами? Что выдает клуб своим членам для расчета в ресторанах, которые заключили с ним договор? В течении какого периода члены выплачивают клубу всю сумму?","начала, деятельность, компания",не определены,63,626,746
3183,Male,Watershed Manager I,DWM Department of Watershed Management,69000.01,40,"В каком году Третий Латеранский собор вернул правила относительно кандидатов в римские епископы? Кто был последним папой выбранным не из кардиналов? Кто изначально мог стать избранным римским епископом? В каком году папа Стефан III (IV) постановил, что за римским духовенством сохраняется право выбирать римского епископа?","году, третий, латеранский",году,323,168,11
3184,Female,Research Technician,APD Atlanta Police Department,32499.01,46,"На какой год оспаривается дата написания рукописи с упоминаем о менеджменте? Как называлась рукопись, в которой Джулио Париджи впервые применил термин Менеджмент ? с каким подходом ассоциировался термин менеджмент в конце XIX века?","год, оспаривается, дата",не определены,704,953,663
3185,Female,Corrections Officer (E),COR Department of Corrections,30081.0,27,"Когда появилось первое полное издание на латинском языке с комментариями арабского философа Аверроэса? На чьи средства в XIX веке было подготовлено пятитомное полное издание сочинений, комментариев, схолий и фрагментов? В конце какого века Буле сделал новое греческое и латинское издание? Кем было сделано первое греческое издание? Где появилось первое полное издание на латинском языке с комментариями арабского философа Аверроэса?","появилось, первое, полное","году, боуи, поэтики",385,368,499
3186,Male,"Water Distribution Operator, Sr",DWM Department of Watershed Management,42735.88,52,Где могут устанавливаться силовые шпангоуты? Как делятся поперечные элементы набора? Что обеспечивают нормальные элементы набора? Как изготавливаются нормальные шпангоуты? Где устанавливаются усиленные шпангоуты?,"могут, устанавливаться, силовые","шекспира, году",915,778,999
3187,Male,Solid Waste Equipment Operator,DPW Department of Public Works,28048.51,29,Кем был введен термин предельная полезность в экономическую науку? какими тремя учеными -экономистами почти одновременно был изложен принцип предельной полезности? в каких годах началось массированное проникновение маржиналистских идей в экономическую литературу? кем были сформулированы основные положения теории предельной полезности в 1854 году? как возникла теория предельной полезности?,"введен, термин, предельная",году,968,398,249
3188,Male,Airport Security Manager,DOA Department of Aviation,63200.18,51,"Что требовалось для получения учёной степени магистра? Какая степень присуждалась выпускникам университетов Российской империи, закончившим обучение с отличием в период 1803—1884 гг.? Какая учёная степень существовала в Российской империи с 1803 года до Октябрьской революции? Что по нынешнему статусу соответствует учёной степени кандидата университета? Какая дореволюционная степень может быть сопоставлена кандидату наук в СССР и в современной России?","требовалось, получения, учёной",году,718,163,764
3189,Female,"Contracts Compliance Specialist, Sr",EXE Executive Offices,60000.1,58,"Чьи данные изучал Кеплер на протяжении нескольких лет? Кто пришел к выводу, что траектория движения Марса представляет собой не круг, а эллипс? Когда фактически был открыт второй закон Кеплера? Что находится в одном из фокусов траектории движения Марса? Какой закон гласит, что траектория Марса не круг, а эллипс, в одном из фокусов которого находится Солнце?","данные, изучал, протяжении",году,350,793,345
3190,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,44259.49,42,Чем пожертвовал Эй чтобы пробить Сусаноо противника? Как зовут главу Селения Облаков? Кем был выбран Эй в конце собрания Кагэ? согласно чему Эй был вторым самым быстрым синоби после Четвёртого Хокагэ? От кого спас брата Эй?,"пожертвовал, пробить, противника",не определены,492,177,970
3191,Female,Office Support Assistant (D),COR Department of Corrections,24960.0,48,"Что представляет собой йога, по мнению Абрахама Ооммена? Чем является аргумент о том, что йога представляет собой составную часть индуизма? Как давно, согласно историческим свидетельствам, йога практиковалась на территории Индии? В качестве чего индуисты используют йогу?","представляет, йога, мнению",году,351,25,535
3192,Male,Solid Waste Equipment Operator,DPW Department of Public Works,28048.51,36,Какая оценочная стоимость Badoo? Сколько участников объединил данный проект? В каком году была основана Badoo? Что такое Badoo? Где была основана Badoo?,"оценочная, стоимость, участников","badoo, варваресос, объектом",808,631,502
3193,Female,Warrants Technician I (D),APD Atlanta Police Department,32499.01,41,"Какие усилия, по учению святых отцов, сами по себе не ведут к совершенству? К чему не ведут аскетические усилия сами по себе? Что получают человеческие подвиги через осеняющие действия Божественной благодати? По учению каких отцов, аскетические усилия сами по себе ещё не ведут к совершенству? Какая благодать может спасти, преобразить, исцелить?","усилия, учению, святых",году,34,877,38
3194,Female,ATL 311 Call Center Supervisor,EXE Executive Offices,53000.0,45,В каком году учреждены белорусские республиканские банки? Что стало новым этапом развития банковской системы Белоруссии? Когда было завершено создание национального банка? Какой закон был принят 14 декабря 1990? Какие белорусские республиканские банки были утверждены в 1987 году?,"году, учреждены, белорусские",году,963,587,633
3195,Male,Watershed Plant Operator Class I (D),DWM Department of Watershed Management,41196.24,27,Где оставил король Карл XII союзников? Кто участвовал в бою? Сколько казаков перешли на сторону Карла XII ? Сколько реестровых казаков насчитывалось в казачестве Войска Запорожского?,"оставил, король, xii",не определены,681,599,485
3196,Male,"Civil Engineer, Sr",DWM Department of Watershed Management,62757.2,57,Когда его выступления достигли рекордных показателей? Какой результат показал Фишер в этом цикле соревнований? Что в результате он завоевал? Кого победил в матче между командой сильнейших шахматистов мира ( сборной мира ) и сборной СССР? На какой доске Фишер Роберт Джеймс победил Тиграна Петросяна ?,"выступления, достигли, рекордных",не определены,887,541,761
3197,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,41316.7,35,В каком количестве этиленгликоль производится в химической промышленности? Каким образом получается окись этилена? Что также получают реакцией гидратации в промышленности? Для чего этиленгликоль используется в больших количествах? Что служит сырьем для данного синтеза?,"количестве, этиленгликоль, производится",году,206,95,452
3198,Male,"Police Officer, Sr (E) (F) (O) (B) (S)",APD Atlanta Police Department,62582.62,54,"Что заставляло проходить одну и ту же дистанцию шесть раз? Почему Нансен с Йохансеном сильно потели? Как долго снаряжали санную экспедицию? Что указало на то, что во время первого старта избранная конструкция нарт была ненадёжна?","заставляло, проходить, дистанцию",не определены,36,918,900
3199,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,39327.6,28,Какое место по сбору зерновых регион занимает в стране? Когда Алтайский край занимал лидирующую позицию среди регионов СФО по выпуску продукции сельского хозяйства? Объединения какого хозяйства заняты промышленным производством плодов и ягод? Сколько процентов доля региона от общего объёма по Сибирскому федеральному округу?,"место, сбору, зерновых",году,955,139,56
3200,Female,Aquatics Facility Assistant,"PRC Parks, Recreation, & Cultural Affairs",24640.01,54,Сколько лет было дочери Полине когда Иван Сергеевич приехал во Францию? Как звали гувернантку Полины приглашенную из Англии? В чьей семье с восьми лет воспитывалась Пелагея? Как звали дочь писателя Тургенева? На какое имя Тургенев во Франции изминил имя своей дочери?,"лет, дочери, приехал",году,730,631,738
3201,Female,Traffic Service Technician,DPW Department of Public Works,28035.05,44,В каком году город Фидены был захвачен римлянами? Кем был захвачен город Фидены в 435 году до н. э.? В каком году началась осада Вей? В каком году был захвачен город Вейи? С чего началась борьба этрусских государств с Римом?,"году, город, захвачен",не определены,991,140,444
3202,Male,Solid Waste Equipment Operator,DPW Department of Public Works,27100.01,43,Какую технику использует в анимации швейцарский режиссер Жорж Швицгебель? Чем сопровождает свои фильмы японский режиссёра Кунио Като? В каком стиле работает китайский режиссёра Тэ Вэй? Техника какого швейцарского режиссера использует нанесение акриловых красок на стекло в анимации?,"технику, использует, анимации","шекспира, году",449,795,439
3203,Male,"Streetcar Safety, Security, & Training Director",DPW Department of Public Works,84999.99,58,"Что могут сохранят в своих дисках галактики? Из-за чего часто бывает трудно чётко различить линзообразные и эллиптические галактики? Что такое линзообразная галактика? Из чего состоят линзообразные галактики? Как называются дисковые и спиральные галактики, которые потратили или потеряли свой межзвёздный газ?","могут, сохранят, дисках",не определены,192,863,365
3204,Male,"Investigator, Sr",LAW Law Department,47275.96,56,Сколько песен записал Noelani Hawaiian Orchestra с использованием электрической steel-гитары? Когда Лес Пол начал эксперименты с электрической гитарой? Кто из гитаристов предположительно первый перешёл из акустики в электричество ? Какой день считается официальным днем рождения электрического гитарного звука? Сколько песен было выпущено на пластинках?,"песен, записал, использованием",году,666,532,389
3205,Male,Electrical Engineer,DWM Department of Watershed Management,59684.98,51,"В каком возрасте женщины теряют способность к деторождению? Чем ограничена репродуктивная способность большинства млекопитающих? Как называется период месячного цикла женщины, в который может наступить беременность? Когда может наступить беременность? Когда женщины теряют способность к размножению? Сколько длится менструальный цикл? Ограничена ли репродуктивная функция возрастом? Чем ограничена репродуктивная особенность многих млекопитающих? Какой по длительности менструальный цикл присущ женщинам? В течении какого времени женщины способны к беременности? Сколько по времени у женщин длится менструальный цикл?","возрасте, женщины, теряют",году,434,248,162
3206,Male,"City Attorney, Assistant Sr",LAW Law Department,113000.01,39,"Как называются соединения, образующиеся при нагревании кремния с металлами? Под действием чего разлагаются силициды активных металлов? Какие Нижележащие элементы 4-й группы неограниченно растворимы в кремнии? Что такое металлоподобные силициды? Сколько групп силицидов существует? Неограниченно растворимы ли в кремнии нижележащие элементы 4-й группы (Ge, Sn, Pb)? На сколько групп можно подразделить силициды? Насколько высокие температуры плавления имеют металлоподобные силициды? Как разлагаются силициды активных металлов? Какие соединения могут образовываться при нагревании кремния с металлами? По действием чего разлагаются силициды активных металлов Что может образовываться при нагревании кремния с металлами? Какие элементы 4-й группы неограниченно растворимы в кремнии? К чему устойчивы металлоподобные силициды?","называются, соединения, образующиеся",году,345,263,662
3207,Male,IT Manager,APD Atlanta Police Department,59197.63,57,Где появилась традиция определять качество пива через пену? Какие показатели определяли качество пива через пену? В течение какого времени свежая качественная пена должна удержать монету или зубочистку и не дать ей соприкоснуться с жидкостью? От чего зависят физические свойства пены? Где изучают отрицательное или положительное влияние химических элементов?,"появилась, традиция, определять",году,678,635,477
3208,Female,Permit Technician,PCD Planning & Community Development,41913.25,56,Против чего выступал Моммзен? В каком году венская газета Neue Freie Presse напечатала шовинистическое письмо Моммзена? Кем называл Моммзен чехов? Какая газета напечатала шовинистическое письмо Моммзена? Кем являлся Моммзен по своим политическим убеждениям?,"выступал, году, венская",году,784,296,902
3209,Male,Firefighter (E),AFR Atlanta Fire & Recuse,32132.8,29,"Может ли перед именами использоваться артикль в разговорном немецком языке? В каких языках, кроме португальского, немецкого и итальянского, перед именами может использоваться артикль? В каких случаях в португальском языке имена собственные используются без артикля? Перед какими частями речи может использоваться артикль в древне- и новогреческом языках?","именами, использоваться, артикль",году,423,570,338
3210,Male,"Police Officer, Sr (E) (F) (O) (B) (S)",APD Atlanta Police Department,59005.65,44,"Какое измерение выделяет области применения философии? Какое сегменты философии выделяют в классическом варианте, помимо философии на метафизику, эпистемологию и аксиологию? Какие вопросы изучает такой раздел философии, как метафизика? Какие вопросы изучает аксиология? Как разделяют философию согласно Аристотелю.","измерение, выделяет, области",году,926,989,809
3211,Male,Airport Security Representative II (D),DOA Department of Aviation,50020.46,48,"Кому были адресованы сонеты к Смуглой Леди ? Какими по стилю написания являлись сонеты Шекспира? О чем спорят исследователи Шекспира? Какой момент не дает думать,что Шекспир гей?","адресованы, сонеты, смуглой","шекспира, году",8,938,54
3212,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,42762.72,30,"чем представлена выделительная система ракообразных? сколько выделяют типов почек в зависимости от места, где открываются выделительные поры? какие почки имеют высшие раки во взрослом состоянии? какие железы функционируют в личиночном состоянии? из чего состоит каждая почка у ракообразных?","представлена, выделительная, система",году,968,234,562
3213,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,56310.38,50,Каким недугом страдал Райан Уайт? С каким синглом Элтон Джон в 1990 году добрался до вершины британского чарта ? В каком году умер Райан Уайт? На протяжении какого времени сингл Sacrifice был первым в британском чарте? Из какого штата был Райан Уайт?,"недугом, страдал, синглом","году, года, сколько",749,827,965
3214,Male,Plant Maintenance Mechanic (D),DWM Department of Watershed Management,46491.2,43,"На какую сумму в 2012 году на рынке США, были проданы но не использованы сертификаты? Что может являться средством для косвенной рекламы? Кому может быть интересен выпуск подарочных карт?","сумму, 2012, году","такое, лавкрафт",92,970,623
3215,Male,Licensed Practical Nurse (D),COR Department of Corrections,45698.99,64,Кто способен к образованию эндоспор? Что такое эндоспоры? Что делает клетка для образования эндоспоры? Какие жёсткие условия среды могут выдерживать споры бактерий?,"способен, образованию, эндоспор",не определены,393,167,407
3216,Male,Corrections Officer (E),COR Department of Corrections,37978.84,27,С каким счетом сборная Италии сыграла с Францией? Кому сборная Италии в четвертьфинале проиграла по пенальти? Кто был уволен по решению руководства фелерации? В каком матчематче сборная Италии сумела взять верх над Францией? Чьи старания спасли итальянцев во втором матче от поражения?,"счетом, сборная, сыграла",году,240,577,944
3217,Female,"City Attorney, Assistant Sr",LAW Law Department,54600.0,27,Вместе с кем Глеб Владимирович сделал попытку захватить княжество? С какими князьями обьединились и воевали рязанские князья в 1219 году ? В каком году Глеб Владимирович попытался овладеть всем княжеством? Когда рязанские князья были отпущены из суздальского плена? Кто овладел княжеством в 1219 году?,"сделал, попытку, захватить",году,193,258,939
3218,Male,"Facilities Maintenance Mechanic, Sr (D)",DOA Department of Aviation,41059.06,62,Какую роль играет Российская венчурная компания? Каким собственным фондом управляет Российская венчурная компания? Кем Российская венчурная компания выступает для частных учреждений в формировании венчурных фондов? Какие технопарки и инновационные центры создаются в рамках амбициозных проектов?,"роль, играет, российская",году,117,900,198
3219,Male,"Database Administrator, Sr",DOA Department of Aviation,71310.8,50,Под влиянием каких педагогов и психологов создавались частные школы Швейцарии? Согласно каким данным частные школы Швейцарии известны во всем мире? Кто в основном учится в частных школах Швейцарии? Согласно данным какой компании частные школы Швейцарии находятся в списке самых престижных и дорогих учебных заведений мира? Каких школ в Швейцарии более 250? Сколько было частных школ в Швейцарии?,"влиянием, педагогов, психологов","шекспира, году",253,358,198
3220,Male,Corrections Officer (E),COR Department of Corrections,36694.53,33,"Какие в российском философском дискурсе теории, близкие к социальной практике, преобладают? Что является второй характерной особенностью философии в России? Какие вопросы имели особую актуальность в условиях российского самодержавия XVIII—XIX вв? Над чем значительно преобладают в российской философии этика, политическая философия, философия истории, философия религии? С какими намерениями часто увязана философия в России?","российском, философском, дискурсе",году,830,404,641
3221,Male,Fire Sergeant (E),AFR Atlanta Fire & Recuse,39222.84,29,Когда Кожедубу было присвоено звание младшего лейтенанта? Когда Кожедуб сбил свой первый немецкий самолёт-бомбардировщик Юнкерс Ю-87? Чем закончился первый воздушный бой для Кожедуба? Какое звание Кожедубу было присвоено 4 февраля 1944 года? Что произошло с ЛА-5?,"присвоено, звание, младшего","юпитера, южный, буг",203,262,147
3222,Male,Fire Captain (E),AFR Atlanta Fire & Recuse,63037.52,47,"С какой улицей имел сообщение проход, расположенный в верхней части здания театра в городе Эфес? Во времена правления какого императора были проведены последние строительные работы в театре в городе Эфесе? Сколько зрителей вмещал театр города Эфеса? В какое время в Эфесе шло постоянное противостояние между теми, кто поклонялся Христу и Артемиде?","улицей, имел, сообщение",году,906,481,283
3223,Male,"Aquatics Facility Assistant, Sr","PRC Parks, Recreation, & Cultural Affairs",29900.0,43,Что представлял собой указ как правоприменительный акт Наряду с какими источниками права Русского государства в XIV — XVII столетиях указ (указная грамота) продолжает оставаться важным источником права Какой документ Руского государства впервые представлял собой кодификацию двух пластов источников права Что такое устав (указ) Какие два пласта источников права кодифицировала Русская правда,"представлял, указ, правоприменительный",году,647,974,904
3224,Male,Environmental Service Worker I (D),DPW Department of Public Works,33969.89,50,Под каким номером дебютировал альбом группы Staind в Billboard 200? Какой альбом группы Limp Bizkit вышел в 2011 году? Чем был охарактеризован одноименный альбом группы Staind? Каким тиражом разошелся альбом Gold Cobra? Что является главным направлением творчества группы Papa Roach в 2012 году?,"номером, дебютировал, альбом","группы, альбом, beatles",456,711,913
3225,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,56310.38,47,"Как звали старшего сына Балдуина V? В каком году Балдуин V отобрал у Германии часть Брабанта? Кому, согласно завещанию, должен был перейти престол? Как потом называли часть Германии, которую отобрал у Германии Балдуин V? Кто, умирая, назначил Балдуина V опекуном своего сына?","звали, старшего, сына",году,197,3,207
3226,Male,Police Sergeant (E) (F) (O) (B) (S),APD Atlanta Police Department,51287.37,40,"Что является достоинством для многих стран (и компаний), вошедших в еврозону? Из-за чего компании подвергаются рискам, занимая деньги в банках за границей? Что могут позволить себе компании, не подвергаясь рискам из-за обменного курса валют? Какие облигации более ликвидны и имеют более низкую процентную ставку?","является, достоинством, стран",не определены,324,535,864
3227,Female,Investigator,SOL Solicitor Office,44918.99,55,Какого класса осуществляется показ произведений каллиграфов? Что стало характерной особенностью японской каллиграфии ХХ века? Чем является Ассоциация мастеров современной каллиграфии? Когда была создана Ассоциация мастеров современной каллиграфии? Что демонстрируют на ежегодных выставках устраиваемых данной организацией?,"класса, осуществляется, показ",году,275,40,713
3228,Male,Watershed Plant Operator Supervisor (D),DWM Department of Watershed Management,64444.62,59,Как еще называют речного окуня? Где широко распространён речной окунь? Куда был завезен речной окунь? Какой вид окуней есть в водоёмах Северной Америки? Речной окунь - это рыба какого рода?,"называют, речного, окуня",не определены,529,272,17
3229,Female,Data/Reporting Analyst,APD Atlanta Police Department,45785.32,50,На основе чего Лео Фендер разработал Fender Precision Bass? Кто такой Лео Фендер? Кто основатель фирмы Fender? Какую бас гитару выпустил Лео Фендер? В каком году американский изобретатель и предприниматель Лео Фендер выпустил бас-гитару Fender Precision Bass?,"основе, разработал, основатель",году,718,397,950
3230,Male,Recreation Operations Assistant,"PRC Parks, Recreation, & Cultural Affairs",25800.01,45,"Для чего на ограничителях хода установлены демпфирующие шайбы из мягкой резины? когда официально появилась возможность программного управления уровнем шума жёсткого диска? Во что упирается в состоянии парковки кронштейн (коромысло) блока головок, находясь в крайнем положении? В какой зоне накопителя останавливаются головки в те моменты, когда накопитель выключен, либо находится в одном из режимов низкого энергопотребления?","ограничителях, хода, установлены","шекспира, году",417,290,841
3231,Male,Fire Battalion Chief (E),AFR Atlanta Fire & Recuse,81364.01,47,Изображение кого появляется в произведениях изобразительного искусства? что изображено на фреске Страшный суд ? что украшает своды хоров часовни Святой Марии в Шали? где находится фреска Страшный суд ? кто нарисовал фреску Страшный суд ?,"изображение, появляется, произведениях",году,998,204,456
3232,Male,Environmental Service Worker I (D),DPW Department of Public Works,26700.1,42,По произведениям какого писателя было снято много кинофильмов? Сколько раз была экранизирована повесть Вешние воды ? Какой фильм был снят дважды в Италии? Где именно снимали фильмы? Когда появились первые экранизации?,"произведениям, писателя, снято","такое, лавкрафт",1000,864,225
3233,Male,"Facilities Maintenance Mechanic, Sr (D)",DOA Department of Aviation,50521.05,53,"Как называется вид шарлатанства, при котором возможно лечение минералами? Какой энергетический баланс способны восстанавливать минералы по мнению приверженцев литотерапии? Что применяют люди как элементы высоких технологий? Как называется процесс лечение минералами путём их ношения, прикладывания, вступления в астральные контакты с якобы заключёнными в камнях и кристаллах сверхъестественными энергиями и магическими силами? Имеет ли литотерапия под собой клинически доказанные обоснования и научную базу? Благодаря чему люди получают энергию от камней? Какое направление медициныпринимают за шарлатанство? В качестве чего употребляют минералы в пищу?","называется, вид, шарлатанства",году,210,141,715
3234,Male,Watershed Plant Operator Class I (D),DWM Department of Watershed Management,38486.47,63,"О чем ведётся спор между литературоведами много десятков лет? Как называется текст, в котором речевой ритм не влияет на содержание? Что иногда прозаики специально добавляют в свои произведения? У какого прозаика в произведениях встречаются ритм зимованные моменты?","ведётся, спор, литературоведами",не определены,710,235,474
3235,Female,"Training Specialist, Sr",DHR Department of Human Reources,64793.41,57,В новосибирском метрополитене как называются станции со съездами? На какой станции казанского метрополетена есть съезд? В самарском метрополитене станции о съездами? Как происходит оборот поездов?,"новосибирском, метрополитене, называются","badoo, варваресос, объектом",645,795,60
3236,Male,Fire Sergeant (E),AFR Atlanta Fire & Recuse,49121.57,41,Что указывается в последней части полного названия сорта? Что в названии сорта идет вторым после названия рода?,"указывается, последней, части",не определены,144,748,542
3237,Male,Fire Sergeant (E),AFR Atlanta Fire & Recuse,40435.76,39,Где могут образовываться меньшие по размеру циклоны? Где формируются циклоны в начале формирования фронтального циклона? Где формируются циклоны под действием западных ветров умеренных широт? Где возникают полярные циклоны?,"могут, образовываться, меньшие",не определены,469,801,911
3238,Female,"Administrative Assistant, Sr",DPW Department of Public Works,35355.65,68,"Какие участки имеют животные, находясь в тесном сожительстве и постоянном общении? Кто образует колонии численностью до 20 млн особей — самые крупные на Земле скопления млекопитающих? Какие млекопитающие среди хищных живут колониями? Какое положение между одиночным и стадным образом жизни занимает образ жизни млекопитающих, образующих колонии? Что может включать несколько десятков или сотен животных?","участки, имеют, животные",году,313,715,748
3239,Male,Police Investigator (E) (F) (O),APD Atlanta Police Department,48001.18,32,"Какие обязательства обязательства приняла на себя Россия в отношении политических гарантий населению, вновь принимаемому в русское подданство? Какому дворянству подтверждались все привилегии, ранее предоставленные шведским правительством; сохранение своего самоуправления, сословных органов и т. п.? Кому не только возвращалась Финляндия; но последняя получала отныне ещё и льготу на ежегодный беспошлинный импорт из России хлеба на 50 тыс. ефимков? Сколько миллионов ефимиков компенсации Россия выплатила Швеции вместо требования обычной в этих случаях контрибуции?","обязательства, приняла, отношении",не определены,596,105,652
3240,Female,Intern,DWM Department of Watershed Management,33280.0,21,Как назывался телефильм спродюссированный П.Маккартни? Под влиянием какой книги Джон Леннон увлёкся наркотиками? В каком году Джон Леннон увлёкся наркотиками? Как назывался лучший рок-альбом всех времён и народов выпущенный П.Маккартни?,"назывался, телефильм, спродюссированный",году,928,15,391
3241,Male,Police Officer (E) (F) (O) (B) (S),APD Atlanta Police Department,45808.67,43,"Где кроме биологического факультета имеются также факультет биоинженерии и биоинформатики, факультет фундаментальной медицины и НИИ физико-химической биологии? Кто кроме университетов проводят научные исследования? Кто традиционно занимается научными исследованиями в области биологии? Какие институты, которые в России преимущественно относятся к системе Российской академии наук (см. список институтов), Российской академии сельскохозяйственных наук или Российской академии медицинских наук, кроме университетов проводят научные исследования? Что проводят государственные и частные институты, которые в России преимущественно относятся к системе Российской академии наук (см. список институтов), Российской академии сельскохозяйственных наук или Российской академии медицинских наук?","биологического, факультета, имеются",году,774,154,288
